perl 5.40.0-1
perl-bytes-random-secure 0.29-13
perl-cairo-gobject 1.005-4
perl-clone 0.47-1
perl-crypt-openssl-random 0.17-2
perl-crypt-openssl-rsa 0.33-5
perl-crypt-random-seed 0.03-10
perl-crypt-random-tesha2 0.01-11
perl-crypt-ssleay 0.73_06-6
perl-cryptx 0.084-1
perl-digest-hmac 1.04-6
perl-digest-sha1 2.13-21
perl-encode-locale 1.05-13
perl-error 0.17029-7
perl-file-listing 6.16-4
perl-glib-object-introspection 0.051-2
perl-gtk3 0.038-5
perl-html-parser 3.83-1
perl-html-tagset 3.24-2
perl-http-cookiejar 0.014-3
perl-http-cookies 6.11-2
perl-http-daemon 6.16-4
perl-http-date 6.06-3
perl-http-message 6.46-2
perl-http-negotiate 6.01-14
perl-io-html 1.004-6
perl-io-socket-inet6 2.73-5
perl-io-socket-ssl 2.089-1
perl-json 4.10-2
perl-libwww 6.77-2
perl-locale-gettext 1.07-15
perl-lwp-mediatypes 6.04-6
perl-lwp-protocol-https 6.14-2
perl-mail-authenticationresults 2.20231031-2
perl-mail-dkim 1.20240827-1
perl-mail-spf 3.20240827-1
perl-mailtools 2.21-9
perl-math-random-isaac 1.004-12
perl-net-dns 1.46-1
perl-net-http 6.23-4
perl-net-ip 1.26-14
perl-net-ssleay 1.94-2
perl-netaddr-ip 4.079-16
perl-path-class 0.37-11
perl-socket6 0.29-10
perl-text-csv 2.04-2
perl-timedate 2.33-7
perl-try-tiny 0.32-2
perl-uri 5.29-1
perl-www-robotrules 6.02-14
perl-xml-parser 2.47-2
perl-xml-writer 0.900-4
pigz 2.8-2
pinentry 1.3.1-5
pipewire 1:1.2.7-1
pipewire-alsa 1:1.2.7-1
pipewire-audio 1:1.2.7-1
pipewire-jack 1:1.2.7-1
pipewire-pulse 1:1.2.7-1
pix 3.4.4-1
pixman 0.44.2-1
pixz 1.0.7-5
pkcs11-helper 1.30.0-1
pkgconf 2.3.0-1
plymouth 24.004.60-9
plymouth-theme-arch-bgrt 2.1-4
polkit 125-1
polkit-gnome 0.105-11
polkit-qt5 0.200.0-1
polkit-qt6 0.200.0-1
poppler 24.11.0-2
poppler-data 0.4.12-2
poppler-glib 24.11.0-2
popt 1.19-2
portaudio 1:19.7.0-3
ppp 2.5.1-1
pptpclient 1.10.0-3
preload 0.6.4-9
procps-ng 4.0.4-3
protobuf 28.3-1
protobuf-c 1.5.0-8
psmisc 23.7-1
pv 1.9.15-1
python 3.12.7-1
python-annotated-types 0.7.0-1
python-async-timeout 4.0.3-5
python-atspi 2.46.1-2
python-attrs 23.2.0-3
python-autocommand 2.2.2-6
python-beautifulsoup4 4.12.3-2
python-cairo 1.27.0-1
python-capng 0.8.5-2
python-cffi 1.17.1-1
python-charset-normalizer 3.4.0-1
python-click 8.1.7-3
python-configobj 5.0.8-5
python-cryptography 43.0.3-1
python-dbus 1.3.2-4
python-defusedxml 0.7.1-6
python-distro 1.9.0-2
python-fasteners 0.19-3
python-filelock 3.16.1-1
python-gobject 3.50.0-1
python-grpcio 1.67.1-1
python-grpcio-tools 1.67.1-1
python-idna 3.10-1
python-ifaddr 0.2.0-5
python-jaraco.collections 5.0.1-1
python-jaraco.context 5.3.0-1
python-jaraco.functools 4.0.2-1
python-jaraco.text 4.0.0-1
python-jinja 1:3.1.4-1
python-jsonpatch 1.33-3
python-jsonpointer 3.0.0-1
python-jsonschema 4.23.0-1
python-jsonschema-specifications 2023.12.1-2
python-mako 1.3.6-1
python-markdown 3.7-1
python-markupsafe 2.1.5-2
python-more-itertools 10.3.0-1
python-netifaces 0.11.0-5
python-oauthlib 3.2.2-3
python-packaging 24.2-1
python-pam 2.0.2-3
python-pexpect 4.9.0-2
python-pillow 11.0.0-1
python-platformdirs 4.3.6-1
python-protobuf 28.3-1
python-psutil 6.1.0-1
python-ptyprocess 0.7.0-6
python-pycparser 2.22-2
python-pycups 2.0.4-2
python-pydantic 2.9.2-1
python-pydantic-core 1:2.23.4-1
python-pyinotify 0.9.6-14
python-pynacl 1.5.0-2
python-pyparted 3.13.0-4
python-pypng 0.20231004.0-3
python-pyserial 3.5-6
python-pysmbc 1.0.25.1-3
python-pytz 2024.2-1
python-pyxdg 0.28-3
python-qrcode 7.4.2-5
python-referencing 0.35.1-1
python-requests 2.32.3-1
python-requests-file 1.5.1-7
python-rpds-py 0.19.0-1
python-setproctitle 1.3.3-2
python-setuptools 1:75.2.0-2
python-simple-term-menu 1.6.4-2
python-six 1.16.0-9
python-soupsieve 2.6-1
python-tinycss2 1.4.0-1
python-tldextract 5.1.3-1
python-typing_extensions 4.12.2-1
python-unidecode 1.3.8-2
python-urllib3 1.26.20-3
python-webencodings 0.5.1-11
python-wheel 0.45.0-1
python-xapp 2.4.2-1
python-yaml 6.0.2-1
python-zeroconf 0.132.2-2
qca-qt6 2.3.9-3
qemu-guest-agent 9.1.2-1
qpdf 11.9.1-1
qrencode 4.1.1-3
qt5-base 5.15.16+kde+r130-3
qt5-translations 5.15.16-3
qt5-x11extras 5.15.16-3
qt6-5compat 6.8.1-1
qt6-base 6.8.1-1
qt6-declarative 6.8.1-1
qt6-shadertools 6.8.1-1
qt6-svg 6.8.1-1
qt6-translations 6.8.1-1
qt6-wayland 6.8.1-1
raptor 2.0.16-5
rasqal 1:0.9.33-7
rav1e 0.7.1-1
rclone 1.68.2-1
re2 1:20240702-2
re2c 4.0.1-1
readline 8.2.013-1
redland 1:1.0.17-9
refind 0.14.2-1
reflector 2023-2
reiserfsprogs 3.6.27-5
remmina 1:1.4.36-1
rp-pppoe 4.0-2
rpcbind 1.2.7-1
rsync 3.3.0-2
rtkit 0.13-3
rtmpdump 1:2.4.r105.6f6bb13-1
rubberband 4.0.0-1
run-parts 5.17-1
rxvt-unicode-terminfo 9.31-6
samba 2:4.21.2-1
samba-support 1-7
sane 1.3.1-1
sbc 2.0-2
screen 5.0.0-1
sddm 0.21.0-4
sdl2 2.30.10-1
sdl2_ttf 2.22.0-1
sdparm 1.12-1
seahorse 1:47.0.1-2
sed 4.9-3
sequoia-sq 0.39.0-1
serd 0.32.2-1
sg3_utils 1.48-1
shaderc 2024.3-2
shadow 4.16.0-1
shared-mime-info 2.4-1
shortwave 4.0.1-1
simple-scan 46.0-2
simplescreenrecorder 0.4.4-3.2
slang 2.3.3-3
smartmontools 7.4-2
smbclient 2:4.21.2-1
snappy 1.2.1-2
sof-firmware 2024.09.2-1
solid 6.8.0-1
sord 0.16.16-1
sound-theme-freedesktop 0.8-6
soundtouch 2.3.3-1
spamassassin 4.0.1-2
spandsp 0.0.6-5
spdlog 1.15.0-1
speech-dispatcher 0.11.5-2
speex 1.2.1-2
speexdsp 1.2.1-2
spice 0.15.2-1
spice-protocol 0.14.4-2
spirv-tools 2024.4.rc1-1
sqlite 3.47.2-1
squashfs-tools 4.6.1-2
sratom 0.6.16-1
srt 1.5.4-1
sshfs 3.7.3-2
startup-notification 0.12-8
stoken 0.92-4
sudo 1.9.16.p2-1
svt-av1 2.2.1-1
svt-hevc 1.5.1-3
sysfsutils 2.1.1-2
syslinux 6.04.pre3.r3.g05ac953c-3
system-config-printer 1.5.18-4
systemd 256.9-1
systemd-libs 256.9-1
systemd-oomd-defaults 253.5-2
systemd-resolvconf 256.9-1
systemd-sysvcompat 256.9-1
taglib 2.0.2-1
talloc 2.4.2-3
tar 1.35-2
tcl 8.6.14-4
tcpdump 4.99.5-1
tdb 1.4.12-1
terminus-font 4.49.1-7
testdisk 7.2-2
tevent 1:0.16.1-3
texinfo 7.1.1-1
thin-provisioning-tools 1.1.0-1
timeshift 24.06.5-1
timezonemap 0.4.5.2-2
tinysparql 3.8.1-1
tmux 3.5_a-1
totem-pl-parser 3.26.6+r30+g51b8439-1
tpm2-tools 5.7-1
tpm2-tss 4.1.3-1
tslib 1.23-1
ttf-liberation 2.1.5-2
ttf-ms-fonts 2.0-12
ttf-roboto 2.138-5
ttf-roboto-mono 3.000-3
ttf-ubuntu-font-family 1:0.83-2
twolame 0.4.0-4
tzdata 2024b-2
uchardet 0.0.8-3
udftools 2.3-2
udisks2 2.10.1-5
unzip 6.0-21
upower 1.90.6-1
uriparser 0.9.8-1
usb_modeswitch 2.6.1-4
usbmuxd 1.1.1-4
usbutils 018-1
util-linux 2.40.2-1
util-linux-libs 2.40.2-1
v4l-utils 1.28.1-1
vapoursynth R70-1
vdpauinfo 1.5-2
vid.stab 1.1.1-2
virtualbox-guest-utils 7.1.4-2
vmaf 3.0.0-1
volume_key 0.3.12-9
vpnc 1:0.5.3.r539.r239-1
vte-common 0.78.2-1
vte3 0.78.2-1
vulkan-headers 1:1.4.303-1
vulkan-icd-loader 1.4.303-1
vulkan-intel 1:24.3.1-3
vulkan-mesa-layers 1:24.3.1-3
vulkan-radeon 1:24.3.1-3
vulkan-swrast 1:24.3.1-3
vulkan-tools 1.4.303-1
warpinator 1.8.6-1
wavpack 5.7.0-1
wayland 1.23.1-1
webapp-manager 1.3.9-1
webkit2gtk 2.46.4-1
webkit2gtk-4.1 2.46.4-1
webkitgtk-6.0 2.46.4-1
webrtc-audio-processing-1 1.3-3
wget 1.25.0-1
which 2.21-6
wildmidi 0.4.6-1
wireless-regdb 2024.10.07-1
wireless_tools 30.pre9-4
wireplumber 0.5.7-1
woff2 1.0.2-5
wpa_supplicant 2:2.11-2
wsdd 0.8-2
wvdial 1.61-9
wvstreams 4.6.1-21
x264 3:0.164.r3108.31e19f9-2
x265 4.0-1
xapp 2.8.7-1
xcb-proto 1.17.0-2
xcb-util 0.4.1-2
xcb-util-cursor 0.1.5-1
xcb-util-image 0.4.1-3
xcb-util-keysyms 0.4.1-5
xcb-util-renderutil 0.3.10-2
xcb-util-wm 0.4.2-2
xdg-dbus-proxy 0.1.6-1
xdg-desktop-portal 1.18.4-2
xdg-desktop-portal-xapp 1.1.0-1
xdg-user-dirs 0.18-2
xdg-user-dirs-gtk 0.11-3
xdg-utils 1.2.1-1
xdotool 3.20211022.1-2
xed 3.8.0-1
xf86-input-evdev 2.11.0-1
xf86-input-libinput 1.5.0-1
xf86-input-synaptics 1.9.2-2
xf86-input-vmmouse 13.2.0-2
xf86-input-void 1.4.2-2
xf86-video-amdgpu 23.0.0-2
xf86-video-ati 1:22.0.0-2
xf86-video-dummy 0.4.1-2
xf86-video-fbdev 0.5.1-1
xf86-video-intel 1:2.99.917+923+gb74b67f0-2
xf86-video-nouveau 1.0.18-1
xf86-video-qxl 0.1.6-2
xf86-video-vesa 2.6.0-2
xf86-video-vmware 13.4.0-3
xf86-video-voodoo 1.2.6-2
xfsprogs 6.12.0-1
xkeyboard-config 2.43-1
xl2tpd 1.3.18-2
xmlsec 1.3.6-1
xorg-bdftopcf 1.1.2-1
xorg-docs 1.7.3-2
xorg-font-util 1.4.1-2
xorg-fonts-100dpi 1.0.4-3
xorg-fonts-75dpi 1.0.4-2
xorg-fonts-alias-100dpi 1.0.5-1
xorg-fonts-alias-75dpi 1.0.5-1
xorg-fonts-encodings 1.1.0-1
xorg-iceauth 1.0.10-1
xorg-mkfontscale 1.2.3-1
xorg-server 21.1.14-1
xorg-server-common 21.1.14-1
xorg-server-devel 21.1.14-1
xorg-server-xephyr 21.1.14-1
xorg-server-xnest 21.1.14-1
xorg-server-xvfb 21.1.14-1
xorg-sessreg 1.1.3-2
xorg-setxkbmap 1.3.4-2
xorg-smproxy 1.0.7-2
xorg-util-macros 1.20.2-1
xorg-x11perf 1.7.0-1
xorg-xauth 1.1.3-1
xorg-xbacklight 1.2.4-1
xorg-xcmsdb 1.0.7-1
xorg-xcursorgen 1.0.8-2
xorg-xdpyinfo 1.3.4-2
xorg-xdriinfo 1.0.7-2
xorg-xev 1.2.6-1
xorg-xgamma 1.0.7-2
xorg-xhost 1.0.9-2
xorg-xinput 1.6.4-2
xorg-xkbcomp 1.4.7-1
xorg-xkbevd 1.1.6-1
xorg-xkbutils 1.0.6-1
xorg-xkill 1.0.6-2
xorg-xlsatoms 1.1.4-2
xorg-xlsclients 1.1.5-2
xorg-xmodmap 1.0.11-2
xorg-xpr 1.2.0-1
xorg-xprop 1.2.8-1
xorg-xrandr 1.5.3-1
xorg-xrdb 1.2.2-2
xorg-xrefresh 1.1.0-1
xorg-xset 1.2.5-2
xorg-xsetroot 1.1.3-2
xorg-xvinfo 1.1.5-2
xorg-xwayland 24.1.4-1
xorg-xwd 1.0.9-2
xorg-xwininfo 1.1.6-2
xorg-xwud 1.0.7-1
xorgproto 2024.1-2
xplayer 2.4.4-1
xplayer-plparser 1.0.3-2.1
xreader 4.2.3-1
xvidcore 1.3.7-3
xviewer 3.4.7-1
xviewer-plugins 1.4.1-3.4
xxhash 0.8.2-1
xz 5.6.3-1
yaml-cpp 0.8.0-2
yay 12.4.2-1.1
yelp 42.2-2
yelp-xsl 42.1-2
zbar 0.23.93-3
zenity 4.0.3-1
zeromq 4.3.5-2
zimg 3.0.5-1
zip 3.0-11
zix 0.4.2-2
zlib 1:1.3.1-2
zram-generator 1.2.1-1
zsh 5.9-5
zstd 1.5.6-1
zvbi 0.2.42-1
zxing-cpp 2.2.1-1
